name,id,guid,type,icon,deathTime,abilityName,abilityGuid,abilityType,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Kryxoria,1,182687721,Priest,Priest-Holy,121199,,,,2685,2685,5,False,31/08/23
Catherinee,44,180636202,Monk,Monk-Windwalker,128968,Melee,1,1,2685,2685,5,False,31/08/23
Lorellion,48,182995854,Paladin,Paladin-Holy,131154,Lost In Space,404008,32,2685,2685,5,False,31/08/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,150530,,,,2685,2685,5,False,31/08/23
Peanutmage,19,180616658,Mage,Mage-Fire,162240,Dread,404300,32,2685,2685,5,False,31/08/23
Arathil,5,150634218,Warlock,Warlock-Affliction,163623,Cosmic Volley,411302,32,2685,2685,5,False,31/08/23
Meeow,43,143983765,Druid,Druid-Feral,163818,Cosmic Volley,411302,32,2685,2685,5,False,31/08/23
Oprychbartek,46,180532497,Rogue,Rogue-Assassination,163849,Cosmic Volley,411302,32,2685,2685,5,False,31/08/23
Cebulaczyna,45,121577266,Hunter,Hunter-Marksmanship,163880,Cosmic Volley,411302,32,2685,2685,5,False,31/08/23
Killeen,6,181540927,Evoker,Evoker-Devastation,163896,Cosmic Volley,411302,32,2685,2685,5,False,31/08/23
Owsianko,20,180528313,DeathKnight,DeathKnight-Blood,165732,Melee,1,1,2685,2685,5,False,31/08/23
Pepko,17,178016999,Paladin,Paladin-Retribution,166997,Melee,1,1,2685,2685,5,False,31/08/23
Qquo,8,165177271,Priest,Priest-Shadow,167586,Melee,1,1,2685,2685,5,False,31/08/23
Grubi,7,180755381,Rogue,Rogue-Assassination,167858,Melee,1,1,2685,2685,5,False,31/08/23
Shlauffu,18,182304349,Priest,Priest-Shadow,169776,Cosmic Volley,411302,32,2685,2685,5,False,31/08/23
Lefox,47,175528845,Shaman,Shaman-Restoration,169980,Cosmic Volley,411302,32,2685,2685,5,False,31/08/23
Gunqer,16,118902570,Druid,Druid-Restoration,170030,Melee,1,1,2685,2685,5,False,31/08/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,45081,Searing Breath,402051,4,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,90539,Echoing Howl,410247,32,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,95116,Scorching Detonation,401525,4,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,96277,Glittering Surge,401819,64,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,106590,,,,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,106590,,,,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,107297,,,,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,107372,,,,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,107772,,,,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,107873,,,,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,108298,,,,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,108343,,,,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,109152,,,,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,109684,,,,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,109834,,,,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,110256,,,,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,110998,,,,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,112270,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,112830,,,,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,114603,,,,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,115160,,,,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,118011,,,,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,115989,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,191166,,,,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,191166,,,,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,191166,,,,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,191166,,,,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,193040,Melee,1,1,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,193952,Melee,1,1,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,196573,,,,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,196667,Melee,1,1,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,198458,Melee,1,1,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,199700,Melee,1,1,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,201682,,,,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,203529,Void Claws,411242,1,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,206200,Infinite Duress,407496,32,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,206234,Dread,404300,32,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,206234,Dread,404300,32,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,206234,Dread,404300,32,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,207796,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,208025,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,209079,Oblivion,401952,32,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,10046,Scorching Bomb,401621,4,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,10139,Glittering Surge,401819,64,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,13710,,,,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,13710,,,,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,14623,,,,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,16968,,,,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,17763,,,,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,17904,,,,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,17904,,,,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,17946,,,,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,18007,,,,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,18143,,,,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,18275,,,,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,18387,,,,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,18420,,,,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,18743,,,,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,23906,,,,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,23941,,,,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,26940,,,,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,29040,Burning Claws,401339,4,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,2089,,,,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,18353,,,,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,25857,,,,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,26368,,,,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,26650,,,,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,27147,,,,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,27272,,,,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,27331,,,,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,27833,,,,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,28287,,,,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,28566,,,,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,28729,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,28995,,,,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,29363,,,,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,29562,,,,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,29962,,,,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,30097,,,,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,30597,,,,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,31429,,,,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,33396,Melee,1,1,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,33988,,,,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,95018,Dazzled,403202,64,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,95137,Glittering Surge,401819,64,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,97545,Echoing Howl,410247,32,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,101128,Glittering Surge,401819,64,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,104163,,,,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,104372,,,,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,105115,,,,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,105115,,,,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,105723,,,,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,105911,,,,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,106376,,,,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,106753,,,,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,106753,,,,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,107185,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,107559,,,,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,107749,,,,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,108305,,,,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,108559,,,,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,108763,,,,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,110168,,,,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,110344,Oblivion,401952,32,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,166992,Oblivion,401952,32,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,205804,Void Bomb,404062,32,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,224530,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,224679,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,224679,Dread,404300,32,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,224809,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,224809,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,224883,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,224883,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,227916,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,227955,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,227955,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,228034,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,228086,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,228164,,,,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,230853,Cauterize,87023,4,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,231271,,,,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,115365,,,,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,205313,Void Bomb,404062,32,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,231089,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,231151,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,231257,Oblivion,401952,32,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,231381,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,231411,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,232369,Dread,404300,32,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,235665,Void Claws,411240,32,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,239427,,,,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,240835,Oblivion,401952,32,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,242288,Cauterize,87023,4,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,243036,Destabilize,413070,1,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,243728,,,,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,244047,Destabilize,413070,1,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,244255,Oblivion,401952,32,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,252647,Infinite Duress,407496,32,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,256183,,,,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,265628,,,,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,267436,,,,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,268917,Void Slash,408431,32,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,90232,Scorching Detonation,401525,4,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,100058,Dazzled,403202,64,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,102290,Echoing Howl,410247,32,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,123136,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,222484,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,222562,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,222562,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,222562,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,222562,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,222602,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,222602,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,222610,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,222655,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,222655,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,222655,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,222655,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,222702,Dread,404300,32,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,223452,Void Claws,411242,1,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,51609,Echoing Howl,410247,32,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,173121,Melee,1,1,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,183786,Melee,1,1,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,197453,Oblivion,401952,32,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,235446,Oblivion,401952,32,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,239478,Destabilize,413070,1,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,239478,Destabilize,413070,1,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,239547,Oblivion,401952,32,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,239973,Cauterize,87023,4,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,240454,Destabilize,413070,1,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,91295,Drifting Embers,402746,4,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,118163,,,,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,240784,Destabilize,413070,1,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,240881,,,,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,241554,,,,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,259136,Astral Formation,403510,1,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,274131,Embrace of Nothingness,405340,32,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,274131,Embrace of Nothingness,405340,32,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,274131,Embrace of Nothingness,405340,32,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,274131,Embrace of Nothingness,405340,32,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,274300,Void Bomb,404062,32,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,275288,Void Bomb,404062,32,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,276383,Void Surge,404154,32,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,277393,Void Surge,404154,32,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,277432,Void Surge,404154,32,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,278436,Void Surge,404154,32,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,279302,Oblivion,401952,32,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,282100,Oblivion,401952,32,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,289280,Oblivion,401952,32,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,290329,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,290392,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,8058,Scorching Bomb,401621,4,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,13888,,,,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,14521,Scorching Bomb,401621,4,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,14802,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,15043,Scorching Bomb,401621,4,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,15043,Scorching Bomb,401621,4,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,16103,,,,2685,2685,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,17255,,,,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,17349,,,,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,17536,,,,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,17935,,,,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,18042,,,,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,18152,,,,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,18255,,,,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,18427,,,,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,18828,,,,2685,2685,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,21364,,,,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,21601,,,,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,25419,Melee,1,1,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,131149,Lost In Space,404008,32,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,206538,Void Bomb,404062,32,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,211539,Void Bomb,404062,32,2685,2685,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,213347,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,234424,Oblivion,401952,32,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,234556,Infinite Duress,407496,32,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,234634,Dread,404300,32,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,235418,Oblivion,401952,32,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,235418,Oblivion,401952,32,2685,2685,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,235476,Oblivion,401952,32,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,235476,Oblivion,401952,32,2685,2685,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,236009,,,,2685,2685,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,236050,Destabilize,413070,1,2685,2685,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,237133,,,,2685,2685,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,237920,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,237997,Cosmic Volley,411302,32,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,238460,Oblivion,401952,32,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,57826,Cauterize,87023,4,2685,2685,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,115341,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,120272,,,,2685,2685,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,186365,Melee,1,1,2685,2685,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,197835,Infinite Duress,407496,32,2685,2685,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,221574,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,221689,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,221693,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,221693,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,221724,Blasting Scream,404754,64,2685,2685,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,222647,Destabilize,413070,1,2685,2685,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,222804,Oblivion,401952,32,2685,2685,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,222884,Void Surge,404154,32,2685,2685,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,223058,Void Surge,404154,32,2685,2685,5,False,07/09/23
