name,id,guid,type,icon,itemLevel,total,activeTime,activeTimeReduced,overheal,abilitiesName,abilitiesTotal,abilitiesType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,193589,0,0,,Refreshing Healing Potion,193589,16,35,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,445,342617,3826,3826,129562,Healthstone,235655,1,35,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,445,342617,3826,3826,129562,Refreshing Healing Potion,106962,16,35,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,445,323611,0,0,,Healthstone,323611,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,445,336513,0,0,109878,Healthstone,190606,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,445,336513,0,0,109878,Refreshing Healing Potion,145907,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,447,380925,0,0,71916,Healthstone,210175,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,447,380925,0,0,71916,Refreshing Healing Potion,170750,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,445,428104,0,0,,Refreshing Healing Potion,224563,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,445,428104,0,0,,Healthstone,203541,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,445,110584,0,0,133423,Healthstone,110584,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,353320,0,0,,Refreshing Healing Potion,193327,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,353320,0,0,,Healthstone,159993,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,438914,7164,7164,,Healthstone,234298,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,438914,7164,7164,,Refreshing Healing Potion,204616,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,386512,0,0,61608,Refreshing Healing Potion,242768,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,386512,0,0,61608,Healthstone,143744,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Assassination,445,74994,0,0,136190,Refreshing Healing Potion,74994,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,445,319006,0,0,136612,Refreshing Healing Potion,240782,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,445,319006,0,0,136612,Healthstone,78224,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,446,89060,0,0,224410,Healthstone,89060,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,341480,0,0,103884,Refreshing Healing Potion,219783,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,341480,0,0,103884,Healthstone,121697,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,445,188808,0,0,,Refreshing Healing Potion,188808,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,443,235145,0,0,13796,Healthstone,235145,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,444,248595,0,0,,Refreshing Healing Potion,248595,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Demonology,446,248622,0,0,36323,Healthstone,248622,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,216032,215,215,181003,Healthstone,203446,1,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,216032,215,215,181003,Refreshing Healing Potion,12586,16,36,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,445,194660,0,0,,Healthstone,194660,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,445,214836,0,0,,Healthstone,214836,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,445,233509,0,0,,Refreshing Healing Potion,233509,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,261365,336,336,167442,Healthstone,207822,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,261365,336,336,167442,Refreshing Healing Potion,53543,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,445,205855,0,0,,Healthstone,205855,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,210781,0,0,27831,Refreshing Healing Potion,210781,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,441693,7112,7112,,Healthstone,246389,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,441693,7112,7112,,Refreshing Healing Potion,195304,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,443,115006,0,0,107404,Healthstone,115006,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,445,355972,0,0,,Healthstone,355972,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,444,298315,0,0,,Refreshing Healing Potion,298315,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,446,253933,0,0,,Refreshing Healing Potion,253933,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,404302,0,0,,Refreshing Healing Potion,214730,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,404302,0,0,,Healthstone,189572,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,382679,0,0,35226,Refreshing Healing Potion,195245,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,382679,0,0,35226,Healthstone,187434,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,445,377148,0,0,62608,Refreshing Healing Potion,195790,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,445,377148,0,0,62608,Healthstone,181358,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,446,196685,0,0,145760,Healthstone,196685,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,447,425993,0,0,12878,Healthstone,216507,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,447,425993,0,0,12878,Refreshing Healing Potion,209486,16,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,167227,0,0,23737,Healthstone,167227,1,4,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,445,151684,0,0,103145,Refreshing Healing Potion,151684,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,445,445572,0,0,,Refreshing Healing Potion,234841,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,445,445572,0,0,,Healthstone,210731,1,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,389911,0,0,20406,Refreshing Healing Potion,200028,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,389911,0,0,20406,Healthstone,189883,1,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,444,298315,0,0,,Refreshing Healing Potion,298315,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,447,241815,0,0,,Refreshing Healing Potion,241815,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,435149,0,0,,Healthstone,235267,1,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,435149,0,0,,Refreshing Healing Potion,199882,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,445,237418,0,0,,Healthstone,237418,1,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,403839,0,0,76291,Healthstone,265401,1,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,403839,0,0,76291,Refreshing Healing Potion,138438,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,193327,0,0,,Refreshing Healing Potion,193327,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,228604,0,0,,Healthstone,228604,1,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,335163,0,0,101347,Refreshing Healing Potion,226583,16,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,335163,0,0,101347,Healthstone,108580,1,5,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,445,194908,0,0,,Healthstone,194908,1,6,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,193328,0,0,,Refreshing Healing Potion,193328,16,6,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,445,836440,0,0,,Healthstone,640748,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,445,836440,0,0,,Refreshing Healing Potion,195692,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,445,507385,5500,5500,,Refreshing Healing Potion,255785,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,445,507385,5500,5500,,Healthstone,251600,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,394737,0,0,,Refreshing Healing Potion,222398,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,394737,0,0,,Healthstone,172339,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,386358,0,0,,Healthstone,207351,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,445,386358,0,0,,Refreshing Healing Potion,179007,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,401534,0,0,,Healthstone,228604,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,401534,0,0,,Refreshing Healing Potion,172930,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,375545,3,3,77488,Refreshing Healing Potion,234676,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,375545,3,3,77488,Healthstone,140869,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,445,237865,0,0,198323,Healthstone,181358,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,445,237865,0,0,198323,Refreshing Healing Potion,56507,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,445,177550,0,0,,Healthstone,177550,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,446,254544,0,0,,Refreshing Healing Potion,254544,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,428208,0,0,,Refreshing Healing Potion,221585,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,428208,0,0,,Healthstone,206623,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,445,177001,0,0,15777,Refreshing Healing Potion,177001,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,443,222411,0,0,,Healthstone,222411,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,444,541777,0,0,,Refreshing Healing Potion,298315,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,444,541777,0,0,,Healthstone,243462,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,446,275838,0,0,35476,Healthstone,275838,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,429039,0,0,,Healthstone,229157,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,445,429039,0,0,,Refreshing Healing Potion,199882,16,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,445,233890,0,0,,Healthstone,233890,1,7,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,445,212358,0,0,,Refreshing Healing Potion,212358,16,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,445,237213,0,0,,Refreshing Healing Potion,237213,16,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,445,262671,0,0,,Healthstone,262671,1,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,444,119399,0,0,147754,Healthstone,119399,1,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,447,241217,0,0,,Refreshing Healing Potion,241217,16,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,445,223933,0,0,,Refreshing Healing Potion,223933,16,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,230067,0,0,,Refreshing Healing Potion,230067,16,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,401323,0,0,,Refreshing Healing Potion,204615,16,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,401323,0,0,,Healthstone,196708,1,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,374568,0,0,60942,Refreshing Healing Potion,236400,16,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,374568,0,0,60942,Healthstone,138168,1,8,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,445,212410,0,0,42420,Refreshing Healing Potion,212410,16,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,445,216857,0,0,,Refreshing Healing Potion,216857,16,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,445,247259,0,0,,Refreshing Healing Potion,247259,16,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,447,230305,0,0,,Refreshing Healing Potion,230305,16,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,445,236236,0,0,,Healthstone,236236,1,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,446,222398,0,0,,Refreshing Healing Potion,222398,16,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,445,237305,0,0,,Refreshing Healing Potion,237305,16,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,445,214671,0,0,,Healthstone,214671,1,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,406307,0,0,26876,Refreshing Healing Potion,234676,16,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,445,406307,0,0,26876,Healthstone,171631,1,9,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,0,False,07/09/23
Qquo,131,165177271,Priest,Priest-Shadow,445,193344,0,0,,Refreshing Healing Potion,193344,16,50,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Cebulaczyna,39,121577266,Hunter,Hunter-Marksmanship,445,195717,0,0,,Refreshing Healing Potion,195717,16,50,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Koozkie,5,154435992,Mage,Mage-Frost,444,28292,0,0,186335,Refreshing Healing Potion,28292,16,50,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Meeow,185,143983765,Druid,Druid-Feral,446,197855,0,0,,Refreshing Healing Potion,197855,16,50,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Grubi,94,180755381,Rogue,Rogue-Subtlety,445,220852,0,0,,Refreshing Healing Potion,220852,16,50,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Oprychbartek,209,180532497,Rogue,Rogue-Assassination,445,70360,0,0,131947,Refreshing Healing Potion,70360,16,50,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Meeow,185,143983765,Druid,Druid-Feral,446,380857,0,0,45780,Refreshing Healing Potion,193693,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Meeow,185,143983765,Druid,Druid-Feral,446,380857,0,0,45780,Healthstone,187164,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Nugera,2,181593749,Evoker,Evoker-Augmentation,445,236169,0,0,,Refreshing Healing Potion,236169,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Killeen,211,181540927,Evoker,Evoker-Devastation,445,443424,4508,4508,,Refreshing Healing Potion,223955,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Killeen,211,181540927,Evoker,Evoker-Devastation,445,443424,4508,4508,,Healthstone,219469,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Prohus,1,181500240,Evoker,Evoker-Augmentation,446,428408,0,0,147106,Refreshing Healing Potion,234545,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Prohus,1,181500240,Evoker,Evoker-Augmentation,446,428408,0,0,147106,Healthstone,193863,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Shlauffu,214,182304349,Priest,Priest-Shadow,446,412618,0,0,,Refreshing Healing Potion,230067,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Shlauffu,214,182304349,Priest,Priest-Shadow,446,412618,0,0,,Healthstone,182551,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Grubi,94,180755381,Rogue,Rogue-Subtlety,445,100483,0,0,111875,Refreshing Healing Potion,100483,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Gunqer,69,118902570,Druid,Druid-Restoration,446,148415,0,0,108864,Healthstone,148415,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Pepko,221,178016999,Paladin,Paladin-Retribution,444,240449,0,0,,Healthstone,240449,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Lefox,9,175528845,Shaman,Shaman-Restoration,442,109136,0,0,121458,Healthstone,109136,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Oprychbartek,209,180532497,Rogue,Rogue-Assassination,445,188616,0,0,54151,Refreshing Healing Potion,188616,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Koozkie,5,154435992,Mage,Mage-Frost,444,176210,0,0,5849,Refreshing Healing Potion,176210,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Qquo,131,165177271,Priest,Priest-Shadow,445,395747,0,0,,Refreshing Healing Potion,219893,16,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
Qquo,131,165177271,Priest,Priest-Shadow,445,395747,0,0,,Healthstone,175854,1,51,vwJQzXD3Z2HgLWGy,2685,Scalecommander Sarkareth,5,0,False,17/09/23
