name,id,guid,type,icon,total,pullId,pullCode,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Gunqer,13,118902570,Druid,Druid-Restoration,1380504,16,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,19523550,16,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,34510251,16,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,35107939,16,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,26595000,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,1807950,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,28401954,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,30344597,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,1194982,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,13368084,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,20630626,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,35383651,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,25094009,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,34493641,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,41260863,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,28477983,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,4336641,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,33226563,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,27958505,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,28371866,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1397970,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,17219122,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,31852883,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,35232809,17,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,29519885,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,1475875,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,24702978,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,33505429,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,3827709,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,31244152,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,20835530,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,32292534,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,28416854,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,38082121,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,35647006,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,33627724,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,4346926,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,30635359,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,31439871,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,28568022,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1972551,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,16066494,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,35133737,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,35408130,18,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,24780138,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,2275118,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,39544373,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,37530327,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,4465879,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,28244566,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,20996930,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,35293979,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,28404483,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,40244006,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,50491788,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,32880539,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,4525538,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,37000844,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,34175342,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,38426796,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1060245,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,23616923,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,42418198,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,30551620,19,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,1731210,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,198305,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,4153576,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,2758953,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,141308,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,3364763,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,1509686,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,3154853,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,4363571,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,3250750,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,3781648,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,2765291,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,226265,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,2083452,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,2660054,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,2559737,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,122392,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,1634798,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,899645,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,4730800,20,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,24253865,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,2101902,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,30365742,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,4320914,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,32770769,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,29238265,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,18168758,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,34821344,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,28369269,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,32577203,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,36657021,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,28528452,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,2819893,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,36505675,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,37105607,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,26259083,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1279152,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,21212772,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,37839728,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,21348441,21,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,21323813,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,1456210,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,32351194,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,1323724,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,31731603,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,31792707,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,18641182,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,31470648,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,26636482,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,32315252,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,35570061,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,24638914,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,2768602,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,21946772,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,31414031,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,21528062,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1510288,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,17825844,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,32820178,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,34478344,22,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,28125577,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,1413880,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,24724624,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,33349930,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,3574963,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,33279214,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,20429834,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,29065366,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,30005501,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,39555927,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,35694473,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,34778757,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,2497835,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,33129358,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,28467086,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,27773395,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1508509,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,17210479,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,20992759,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,36884095,24,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,25548145,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,1252684,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,27708592,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,31650813,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,3275622,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,32550698,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,19441487,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,36570041,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,26659255,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,33705504,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,30754793,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,33170098,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,2497298,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,30317262,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Subtlety,26677491,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,26883981,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1139649,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,19241439,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,31988265,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Arathil,6,150634218,Warlock,Warlock-Affliction,34948670,25,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Magsoneku,8,180712531,Mage,Mage-Fire,14128661,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Kryxoria,3,182687721,Priest,Priest-Holy,1048154,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Cebulaczyna,15,121577266,Hunter,Hunter-Marksmanship,10287873,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Màmbà,1,183169964,Paladin,Paladin-Holy,1447126,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Meeow,12,143983765,Druid,Druid-Feral,13101508,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Peanutmage,5,180616658,Mage,Mage-Fire,14465702,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Pazuzell,7,140773839,DemonHunter,DemonHunter-Vengeance,7665662,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Killeen,2,181540927,Evoker,Evoker-Devastation,13587037,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Catherinee,44,180636202,Monk,Monk-Windwalker,11314687,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Nugera,38,181593749,Evoker,Evoker-Augmentation,16746993,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Prohus,4,181500240,Evoker,Evoker-Augmentation,12469780,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Qquo,11,165177271,Priest,Priest-Shadow,10431193,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Lefox,10,175528845,Shaman,Shaman-Restoration,821435,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Wajpcieto,31,162459010,Shaman,Shaman-Enhancement,13275721,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Grubi,9,180755381,Rogue,Rogue-Assassination,11597847,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Oprychbartek,42,180532497,Rogue,Rogue-Assassination,12588146,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Gunqer,13,118902570,Druid,Druid-Restoration,1154299,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Owsianko,30,180528313,DeathKnight,DeathKnight-Blood,7130446,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
Shlauffu,14,182304349,Priest,Priest-Shadow,11676150,26,v2KDbnaLkF4XYxTV,2685,Scalecommander Sarkareth,5,False,07/09/23
